"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"22840","MC GAHEYSVILLE, VA",,"H",2431,"H",13333,"H",55450,69
"22841","MOUNT CRAWFORD, VA",,"H",3286,"G",30806,"G",129516,92
"22842","MOUNT JACKSON, VA",,"G",1323,"G",8890,"G",37085,105
"22843","MOUNT SOLON, VA",,"G",50,"G",209,"G",1100,24
"22844","NEW MARKET, VA",,"G",1619,"G",9598,"G",42303,139
"22845","ORKNEY SPRINGS, VA","B","D",0,"D",0,"D",0,3
"22846","PENN LAIRD, VA",,"H",215,"G",1156,"G",5332,35
"22847","QUICKSBURG, VA",,"G",160,"H",1151,"G",4333,18
"22849","SHENANDOAH, VA",,"G",714,"G",4433,"G",17287,76
"22850","SINGERS GLEN, VA",,"H",40,"G",200,"G",857,9
"22851","STANLEY, VA",,"G",633,"G",3579,"G",15264,72
"22853","TIMBERVILLE, VA",,"G",1811,"G",10630,"G",43116,103
"22901","CHARLOTTESVILLE, VA",,"G",18629,"G",143524,"G",593119,1283
"22902","CHARLOTTESVILLE, VA",,"G",12780,"G",128714,"G",533967,1121
"22903","CHARLOTTESVILLE, VA",,"G",12228,"G",98855,"G",448344,927
"22904","CHARLOTTESVILLE, VA","F","S",0,"H",2414,"H",10855,34
"22905","CHARLOTTESVILLE, VA",,"G",439,"G",2555,"G",11892,23
"22906","CHARLOTTESVILLE, VA",,"H",2288,"G",32147,"G",132984,56
"22907","CHARLOTTESVILLE, VA","A","D",0,"D",0,"D",0,1
"22908","CHARLOTTESVILLE, VA","I","D",0,"D",0,"D",0,14
"22909","CHARLOTTESVILLE, VA","G","D",0,"D",0,"D",0,6
"22911","CHARLOTTESVILLE, VA",,"G",8491,"G",91916,"G",389138,497
"22920","AFTON, VA",,"H",408,"G",2460,"G",10723,101
"22922","ARRINGTON, VA",,"G",475,"G",3918,"G",16434,33
"22923","BARBOURSVILLE, VA",,"H",300,"G",2116,"G",9429,77
"22924","BATESVILLE, VA","A","S",0,"G",82,"G",787,6
"22931","COVESVILLE, VA",,"H",91,"G",683,"G",2898,11
"22932","CROZET, VA",,"G",1178,"G",8348,"G",35569,176
"22935","DYKE, VA","C","D",0,"D",0,"D",0,16
"22936","EARLYSVILLE, VA",,"H",743,"H",6421,"H",28862,120
"22937","ESMONT, VA",,"H",32,"G",195,"G",810,11
"22938","FABER, VA",,"G",146,"G",787,"G",3524,28
"22939","FISHERSVILLE, VA",,"G",5247,"G",46239,"G",206551,192
"22940","FREE UNION, VA",,"H",186,"H",1230,"H",4769,27
"22942","GORDONSVILLE, VA",,"G",3453,"G",32492,"G",137423,140
"22943","GREENWOOD, VA","B","D",0,"D",0,"D",0,13
"22945","IVY, VA",,"G",69,"G",371,"G",1390,10
"22946","KEENE, VA",,"H",31,"G",177,"G",1274,8
"22947","KESWICK, VA","G","S",0,"H",5755,"H",25317,83
"22948","LOCUST DALE, VA","B","S",0,"H",372,"H",1363,7
"22949","LOVINGSTON, VA",,"G",644,"G",3317,"G",13611,90
"22952","LYNDHURST, VA",,"G",407,"G",3467,"G",15309,39
"22954","MASSIES MILL, VA","A","D",0,"D",0,"D",0,1
"22957","MONTPELIER STATION, VA","C","D",0,"D",0,"D",0,3
"22958","NELLYSFORD, VA","G","S",0,"H",6544,"H",24563,78
"22959","NORTH GARDEN, VA",,"G",222,"G",1618,"G",7420,39
"22960","ORANGE, VA",,"G",2913,"G",18161,"G",77442,316
"22963","PALMYRA, VA",,"G",1493,"G",7931,"G",34466,252
"22964","PINEY RIVER, VA",,"G",34,"G",168,"G",745,11
"22965","QUINQUE, VA",,"G",57,"G",376,"G",1452,5
"22967","ROSELAND, VA",,"G",165,"G",867,"G",4259,41
"22968","RUCKERSVILLE, VA",,"G",1306,"G",7815,"G",35061,229
"22969","SCHUYLER, VA","B","S",0,"G",196,"G",899,16
"22971","SHIPMAN, VA","B","S",0,"S",0,"H",1720,21
"22972","SOMERSET, VA",,"G",30,"G",218,"G",954,8
"22973","STANARDSVILLE, VA",,"G",529,"G",2958,"G",12406,97
"22974","TROY, VA",,"G",822,"G",7200,"G",31323,104
"22976","TYRO, VA",,"G",31,"G",202,"G",876,6
"22980","WAYNESBORO, VA",,"G",10920,"G",85966,"G",344259,828
"22987","WHITE HALL, VA","A","D",0,"D",0,"D",0,2
"22989","WOODBERRY FOREST, VA","E","D",0,"D",0,"D",0,1
"23001","ACHILLES, VA","A","D",0,"D",0,"D",0,2
"23002","AMELIA COURT HOUSE, VA",,"G",2151,"G",13438,"G",56086,277
"23003","ARK, VA","B","S",0,"G",218,"G",888,8
"23004","ARVONIA, VA",,"G",189,"G",1675,"G",6928,14
"23005","ASHLAND, VA",,"G",16751,"G",149061,"G",634270,1147
"23009","AYLETT, VA",,"G",596,"G",3888,"G",17800,120
"23011","BARHAMSVILLE, VA",,"G",168,"G",1042,"G",4448,33
"23014","BEAUMONT, VA","A","D",0,"D",0,"D",0,1
"23015","BEAVERDAM, VA",,"G",166,"G",1122,"G",4601,56
"23017","BELLAMY, VA","A","D",0,"D",0,"D",0,1
"23018","BENA, VA","A","S",0,"H",31,"G",220,10
"23021","BOHANNON, VA","B","D",0,"D",0,"D",0,2
"23022","BREMO BLUFF, VA",,"G",105,"G",1748,"G",6508,15
"23023","BRUINGTON, VA",,"H",22,"G",109,"G",444,4
"23024","BUMPASS, VA",,"H",540,"G",3357,"G",14818,103
"23025","CARDINAL, VA","B","D",0,"D",0,"D",0,6
"23027","CARTERSVILLE, VA",,"H",160,"G",908,"G",3426,20
"23030","CHARLES CITY, VA",,"G",1011,"G",7186,"G",28341,111
"23031","CHRISTCHURCH, VA","A","D",0,"D",0,"D",0,3
"23032","CHURCH VIEW, VA",,"G",18,"G",96,"G",453,4
"23035","COBBS CREEK, VA",,"H",194,"H",999,"H",4052,26
"23038","COLUMBIA, VA",,"G",114,"G",1019,"G",4012,28
"23039","CROZIER, VA",,"G",120,"G",637,"G",2898,26
"23040","CUMBERLAND, VA",,"G",572,"G",2960,"G",11801,76
"23043","DELTAVILLE, VA",,"G",537,"G",2998,"G",13919,104
"23045","DIGGS, VA",,"H",38,"H",202,"H",991,3
"23047","DOSWELL, VA",,"H",1813,"H",10744,"H",51648,73
"23050","DUTTON, VA",,"G",91,"G",411,"G",1677,20
"23055","FORK UNION, VA",,"H",538,"H",3876,"H",13976,38
"23056","FOSTER, VA",,"G",10,"G",28,"G",150,3
"23058","GLEN ALLEN, VA","C","D",0,"D",0,"D",0,22
"23059","GLEN ALLEN, VA",,"G",9921,"G",75409,"G",306524,731
"23060","GLEN ALLEN, VA",,"G",34916,"G",538804,"G",1793939,1192
"23061","GLOUCESTER, VA",,"G",4982,"G",29597,"G",118428,480
"23062","GLOUCESTER POINT, VA",,"G",464,"H",2118,"G",9283,66
"23063","GOOCHLAND, VA",,"H",804,"H",4736,"H",19747,133
"23064","GRIMSTEAD, VA",,"G",43,"G",106,"G",437,6
"23065","GUM SPRING, VA",,"G",82,"G",354,"G",1671,26
"23066","GWYNN, VA",,"H",23,"H",94,"H",345,5
"23067","HADENSVILLE, VA","B","S",0,"G",91,"G",273,5
"23068","HALLIEFORD, VA","A","D",0,"D",0,"D",0,2
"23069","HANOVER, VA",,"H",273,"G",1471,"G",6667,63
"23070","HARDYVILLE, VA",,"G",23,"G",78,"G",410,8
"23071","HARTFIELD, VA",,"G",320,"G",1913,"G",8062,57
"23072","HAYES, VA",,"G",1998,"G",10079,"G",44181,272
"23075","HENRICO, VA",,"G",924,"G",5234,"G",23773,116
"23076","HUDGINS, VA",,"G",85,"G",408,"G",1913,19
"23079","JAMAICA, VA","A","S",0,"G",125,"G",494,9
"23081","JAMESTOWN, VA","B","D",0,"D",0,"D",0,4
"23083","JETERSVILLE, VA",,"H",366,"G",2480,"G",9969,43
"23084","KENTS STORE, VA",,"G",77,"G",410,"G",2060,26
"23085","KING AND QUEEN COURT HOUSE,","B","S",0,"G",408,"G",1874,15
"23086","KING WILLIAM, VA",,"G",348,"G",4692,"G",20567,57
"23089","LANEXA, VA",,"H",483,"G",3297,"H",13787,91
"23090","LIGHTFOOT, VA",,"G",428,"G",2041,"G",8487,46
"23091","LITTLE PLYMOUTH, VA",,"H",162,"H",1456,"H",6428,4
"23092","LOCUST HILL, VA","C","S",0,"H",644,"H",2846,16
"23093","LOUISA, VA",,"G",2709,"H",17874,"H",76948,270
"23101","MACON, VA","A","D",0,"D",0,"D",0,1
"23102","MAIDENS, VA",,"G",326,"G",2352,"G",11061,56
"23103","MANAKIN SABOT, VA",,"G",1571,"H",17026,"H",74330,176
"23105","MANNBORO, VA","A","D",0,"D",0,"D",0,2
"23106","MANQUIN, VA",,"G",195,"G",951,"G",4486,29
"23108","MASCOT, VA",,"G",14,"G",85,"G",409,5
"23109","MATHEWS, VA",,"G",590,"G",2910,"G",12414,113
"23110","MATTAPONI, VA",,"H",131,"H",910,"H",4391,24
"23111","MECHANICSVILLE, VA",,"G",12627,"G",90375,"G",372864,953
"23112","MIDLOTHIAN, VA",,"G",13791,"G",89158,"G",373877,1084
"23113","MIDLOTHIAN, VA",,"G",10268,"G",80246,"G",345081,853
"23114","MIDLOTHIAN, VA",,"G",2745,"G",24606,"G",110592,207
"23115","MILLERS TAVERN, VA",,"H",186,"H",930,"H",3953,14
"23116","MECHANICSVILLE, VA",,"G",5634,"G",59986,"G",261793,577
"23117","MINERAL, VA",,"G",1724,"G",32367,"G",112981,158
"23119","MOON, VA","A","S",0,"G",89,"H",360,3
"23120","MOSELEY, VA",,"G",583,"G",3907,"G",18055,95
"23123","NEW CANTON, VA",,"G",297,"G",1351,"G",6007,28
"23124","NEW KENT, VA",,"G",678,"G",5631,"G",20554,60
"23125","NEW POINT, VA","A","D",0,"D",0,"D",0,3
"23126","NEWTOWN, VA",,"G",9,"G",39,"G",168,4
"23127","NORGE, VA",,"G",80,"G",602,"G",2247,11
"23128","NORTH, VA","B","S",0,"H",286,"H",1126,15
"23129","OILVILLE, VA",,"H",550,"G",4974,"G",21174,44
"23130","ONEMO, VA",,"G",3,"S",0,"H",121,4
"23131","ORDINARY, VA",,"H",110,"G",711,"G",3003,23
"23138","PORT HAYWOOD, VA","B","S",0,"H",280,"H",1070,18
"23139","POWHATAN, VA",,"G",4246,"G",30628,"G",136456,676
"23140","PROVIDENCE FORGE, VA",,"G",1105,"G",7114,"G",30188,120
"23141","QUINTON, VA",,"G",685,"G",3842,"G",15075,126
"23146","ROCKVILLE, VA",,"G",1217,"G",11165,"G",53919,140
"23148","SAINT STEPHENS CHURCH, VA",,"G",81,"G",581,"G",2438,20
"23149","SALUDA, VA",,"G",755,"G",4217,"G",17414,94
"23150","SANDSTON, VA",,"G",8037,"G",89235,"G",377431,288
"23153","SANDY HOOK, VA","B","S",0,"H",357,"G",1249,13
"23154","SCHLEY, VA","A","D",0,"D",0,"D",0,5
"23156","SHACKLEFORDS, VA",,"G",152,"G",1385,"G",5436,23
"23160","STATE FARM, VA","B","D",0,"D",0,"D",0,2
"23161","STEVENSVILLE, VA","A","D",0,"D",0,"D",0,2
"23162","STUDLEY, VA","B","D",0,"D",0,"D",0,4
"23163","SUSAN, VA","A","D",0,"D",0,"D",0,1
"23168","TOANO, VA",,"H",2624,"H",26274,"H",117108,140
"23169","TOPPING, VA",,"G",188,"G",1196,"G",5812,39
"23173","UNIVERSITY OF RICHMOND, VA",,"H",57,"G",947,"G",3734,10
"23175","URBANNA, VA",,"G",695,"G",3492,"G",15341,90
"23176","WAKE, VA","B","S",0,"S",0,"H",571,10
"23177","WALKERTON, VA","C","D",0,"D",0,"D",0,10
"23178","WARE NECK, VA",,"G",13,"G",55,"G",318,7
"23180","WATER VIEW, VA",,"G",5,"H",23,"G",105,3
"23181","WEST POINT, VA",,"G",2139,"H",22360,"G",88330,147
"23183","WHITE MARSH, VA",,"G",232,"G",1704,"G",8101,32
"23184","WICOMICO, VA",,"G",37,"G",223,"G",888,7
"23185","WILLIAMSBURG, VA",,"G",22428,"G",149445,"G",660952,1326
"23186","WILLIAMSBURG, VA",,"G",58,"G",664,"G",2426,4
"23187","WILLIAMSBURG, VA","H","D",0,"D",0,"D",0,39
"23188","WILLIAMSBURG, VA",,"G",13009,"G",96774,"G",412466,1036
"23190","WOODS CROSS ROADS, VA","A","D",0,"D",0,"D",0,2
"23192","MONTPELIER, VA",,"G",793,"G",5141,"G",21653,133
"23218","RICHMOND, VA",,"G",251,"H",5668,"H",20725,21
"23219","RICHMOND, VA",,"G",26576,"G",519017,"G",1745779,1058
"23220","RICHMOND, VA",,"G",15991,"G",134725,"G",540924,960
"23221","RICHMOND, VA",,"G",4787,"G",32133,"G",151826,439
"23222","RICHMOND, VA",,"G",4199,"G",27075,"G",110521,338
"23223","RICHMOND, VA",,"G",7050,"G",59672,"G",243044,619
"23224","RICHMOND, VA",,"G",13400,"H",329917,"H",874071,751
"23225","RICHMOND, VA",,"G",18705,"G",171720,"G",695428,872
"23226","RICHMOND, VA",,"G",12435,"G",164524,"G",631346,805
"23227","RICHMOND, VA",,"G",11141,"G",100897,"G",386014,527
"23228","HENRICO, VA",,"G",17018,"G",200425,"G",783768,939
"23229","HENRICO, VA",,"G",13377,"G",113298,"G",480449,998
"23230","RICHMOND, VA",,"G",34129,"H",464663,"H",1576442,1502
"23231","HENRICO, VA",,"G",11284,"G",109719,"G",440314,675
"23232","RICHMOND, VA",,"G",153,"G",997,"G",4617,11
"23233","HENRICO, VA",,"G",16963,"G",162350,"H",695930,1087
"23234","RICHMOND, VA",,"H",16850,"H",299298,"H",1016251,561
"23235","RICHMOND, VA",,"G",21195,"G",185204,"G",752748,1485
"23236","RICHMOND, VA",,"G",12126,"G",140073,"G",553939,872
"23237","RICHMOND, VA",,"G",9943,"G",96662,"G",425187,464
"23238","HENRICO, VA",,"H",10119,"H",248526,"H",720310,349
"23240","RICHMOND, VA",,"G",43,"G",408,"G",1599,5
"23241","RICHMOND, VA","A","D",0,"D",0,"D",0,2
"23242","HENRICO, VA",,"G",27,"G",257,"G",1131,11
"23249","RICHMOND, VA","G","D",0,"D",0,"D",0,4
"23250","RICHMOND, VA",,"G",1014,"G",7337,"G",30696,43
"23255","HENRICO, VA","B","S",0,"G",173,"G",781,9
"23260","RICHMOND, VA",,"G",835,"G",26402,"G",94961,18
"23261","RICHMOND, VA",,"G",2691,"G",109506,"G",315306,34
"23269","RICHMOND, VA","A","D",0,"D",0,"D",0,1
"23273","HENRICO, VA","H","D",0,"D",0,"D",0,2
"23279","RICHMOND, VA","A","D",0,"D",0,"D",0,2
"23280","RICHMOND, VA","A","D",0,"D",0,"D",0,1
"23284","RICHMOND, VA","E","S",0,"H",1120,"H",4828,16
"23285","RICHMOND, VA","A","D",0,"D",0,"D",0,1
"23288","HENRICO, VA",,"G",46,"G",1021,"G",3528,10
"23294","HENRICO, VA",,"G",11969,"G",111884,"G",447758,729
"23297","RICHMOND, VA",,"G",108,"G",903,"G",5936,8
"23298","RICHMOND, VA","I","D",0,"D",0,"D",0,29
"23301","ACCOMAC, VA",,"G",2305,"G",12325,"G",49521,69
"23302","ASSAWOMAN, VA","A","S",0,"G",87,"G",521,6
"23303","ATLANTIC, VA",,"G",83,"H",407,"H",1724,20
"23304","BATTERY PARK, VA","A","D",0,"D",0,"D",0,2
"23306","BELLE HAVEN, VA",,"H",443,"H",2795,"H",11333,53
"23307","BIRDSNEST, VA","A","D",0,"D",0,"D",0,2
"23308","BLOXOM, VA",,"G",19,"G",85,"G",327,8
"23310","CAPE CHARLES, VA",,"G",910,"G",5713,"G",24856,93
"23313","CAPEVILLE, VA",,"G",52,"G",231,"G",923,6
"23314","CARROLLTON, VA",,"G",554,"G",3122,"G",14082,105
"23315","CARRSVILLE, VA","B","S",0,"G",316,"G",1341,18
"23316","CHERITON, VA",,"G",521,"G",1922,"G",9501,40
"23320","CHESAPEAKE, VA",,"G",51132,"G",432715,"G",1808549,2434
"23321","CHESAPEAKE, VA",,"G",10376,"G",54460,"G",231560,789
"23322","CHESAPEAKE, VA",,"G",8343,"G",52416,"G",220988,1151
"23323","CHESAPEAKE, VA",,"G",9101,"G",78091,"G",333466,632
"23324","CHESAPEAKE, VA",,"G",6951,"G",60361,"G",251517,371
"23325","CHESAPEAKE, VA",,"G",1711,"G",9641,"G",42371,210
"23326","CHESAPEAKE, VA","B","S",0,"H",519,"H",2273,5
"23327","CHESAPEAKE, VA",,"G",513,"G",6884,"G",22460,25
"23328","CHESAPEAKE, VA",,"H",91,"G",248,"G",1205,23
"23336","CHINCOTEAGUE ISLAND, VA",,"G",799,"G",2789,"G",15592,170
"23337","WALLOPS ISLAND, VA",,"G",935,"H",10673,"G",50806,32
"23341","CRADDOCKVILLE, VA","A","D",0,"D",0,"D",0,3
"23345","DAVIS WHARF, VA","B","D",0,"D",0,"D",0,1
"23347","EASTVILLE, VA",,"H",251,"H",1119,"G",5381,48
"23350","EXMORE, VA",,"G",1130,"G",5134,"G",21245,98
"23354","FRANKTOWN, VA",,"G",62,"G",486,"G",1956,11
"23356","GREENBACKVILLE, VA","B","S",0,"H",335,"H",1298,7
"23357","GREENBUSH, VA","B","S",0,"G",90,"G",342,4
"23358","HACKSNECK, VA","A","D",0,"D",0,"D",0,1
"23359","HALLWOOD, VA",,"G",45,"G",225,"G",986,10
"23389","HARBORTON, VA","A","D",0,"D",0,"D",0,1
"23395","HORNTOWN, VA","B","D",0,"D",0,"D",0,3
"23397","ISLE OF WIGHT, VA","B","D",0,"D",0,"D",0,1
"23398","JAMESVILLE, VA",,"G",21,"G",183,"G",936,5
"23401","KELLER, VA",,"G",82,"G",597,"G",2110,14
"23404","LOCUSTVILLE, VA",,"G",4,"S",0,"G",87,5
"23405","MACHIPONGO, VA",,"H",44,"G",165,"H",705,10
"23407","MAPPSVILLE, VA",,"G",241,"G",1579,"G",5377,16
"23408","MARIONVILLE, VA","B","D",0,"D",0,"D",0,4
"23409","MEARS, VA",,"G",23,"H",141,"H",624,4
"23410","MELFA, VA",,"G",347,"G",2124,"G",9301,41
"23412","MODEST TOWN, VA","A","D",0,"D",0,"D",0,1
"23413","NASSAWADOX, VA",,"G",973,"G",8260,"G",33332,45
"23414","NELSONIA, VA",,"G",51,"G",350,"G",1270,8
"23415","NEW CHURCH, VA",,"G",275,"H",2716,"H",11502,32
"23416","OAK HALL, VA",,"G",240,"G",1258,"G",5674,28
"23417","ONANCOCK, VA",,"G",553,"G",3672,"G",17029,103
"23418","ONLEY, VA",,"G",1172,"G",4867,"G",20095,102
"23419","OYSTER, VA","A","D",0,"D",0,"D",0,2
"23420","PAINTER, VA",,"G",185,"G",878,"G",4133,24
"23421","PARKSLEY, VA",,"G",446,"G",2326,"G",10798,62
"23422","PUNGOTEAGUE, VA","A","S",0,"G",25,"G",102,4
"23423","QUINBY, VA",,"G",90,"G",406,"G",1568,7
"23424","RESCUE, VA",,"H",22,"G",46,"G",251,5
"23426","SANFORD, VA","A","D",0,"D",0,"D",0,3
"23427","SAXIS, VA","B","D",0,"D",0,"D",0,2
"23430","SMITHFIELD, VA",,"H",6814,"H",54600,"H",224069,361
"23431","SMITHFIELD, VA",,"H",115,"H",1310,"H",4841,15
"23432","SUFFOLK, VA",,"G",121,"G",781,"H",3398,25
"23433","SUFFOLK, VA",,"H",242,"H",1249,"H",5540,27
"23434","SUFFOLK, VA",,"G",14497,"G",112058,"G",466229,962
"23435","SUFFOLK, VA",,"G",5413,"G",51665,"G",233931,361
"23436","SUFFOLK, VA",,"G",56,"G",255,"G",1124,10
"23437","SUFFOLK, VA",,"H",208,"H",1297,"H",6294,49
"23438","SUFFOLK, VA",,"G",147,"G",795,"G",3262,22
"23439","SUFFOLK, VA",,"G",160,"G",1096,"H",5109,29
"23440","TANGIER, VA",,"G",18,"G",55,"G",433,13
"23441","TASLEY, VA",,"H",152,"H",1392,"H",6035,15
"23442","TEMPERANCEVILLE, VA","G","D",0,"D",0,"D",0,20
"23443","TOWNSEND, VA","A","D",0,"D",0,"D",0,3
"23450","VIRGINIA BEACH, VA",,"G",600,"G",2740,"G",11113,37
"23451","VIRGINIA BEACH, VA",,"G",16986,"G",101280,"G",469896,1738
"23452","VIRGINIA BEACH, VA",,"G",39609,"G",347072,"G",1393318,2349
"23453","VIRGINIA BEACH, VA",,"G",3489,"H",29826,"H",125394,277
"23454","VIRGINIA BEACH, VA",,"G",22045,"G",174665,"G",716932,1543
"23455","VIRGINIA BEACH, VA",,"G",14996,"G",114113,"G",470506,1178
"23456","VIRGINIA BEACH, VA",,"G",8937,"G",47800,"G",207918,908
"23457","VIRGINIA BEACH, VA",,"G",553,"G",3128,"G",14385,121
"23458","VIRGINIA BEACH, VA","B","S",0,"H",232,"H",994,5
"23459","VIRGINIA BEACH, VA",,"G",45,"G",175,"G",884,4
"23460","VIRGINIA BEACH, VA",,"G",347,"G",3633,"G",13944,24
"23461","VIRGINIA BEACH, VA",,"G",166,"G",1939,"G",7379,20
"23462","VIRGINIA BEACH, VA",,"G",36754,"G",341218,"G",1354295,2058
"23463","VIRGINIA BEACH, VA","G","D",0,"D",0,"D",0,10
"23464","VIRGINIA BEACH, VA",,"G",11976,"G",70654,"G",283129,1121
"23465","VIRGINIA BEACH, VA","B","D",0,"D",0,"D",0,3
"23466","VIRGINIA BEACH, VA",,"G",58,"G",293,"G",1296,14
"23467","VIRGINIA BEACH, VA",,"G",18,"H",113,"H",515,12
"23468","VIRGINIA BEACH, VA","A","D",0,"D",0,"D",0,1
"23471","VIRGINIA BEACH, VA",,"G",70,"G",376,"G",1526,11
"23480","WACHAPREAGUE, VA","B","D",0,"D",0,"D",0,9
"23482","WARDTOWN, VA","A","D",0,"D",0,"D",0,1
"23483","WATTSVILLE, VA","B","D",0,"D",0,"D",0,3
"23486","WILLIS WHARF, VA","A","S",0,"H",121,"G",918,5
"23487","WINDSOR, VA",,"G",957,"G",5301,"G",22520,113
"23500","NORFOLK, VA",,"H",1456,"G",46292,"G",129376,165
"23501","NORFOLK, VA",,"G",724,"G",6532,"G",23554,40
"23502","NORFOLK, VA",,"G",32178,"G",297014,"G",1221565,1341
"23503","NORFOLK, VA",,"G",1850,"G",7767,"G",31244,246
"23504","NORFOLK, VA",,"G",5827,"G",43516,"G",185323,310
"23505","NORFOLK, VA",,"G",7768,"G",55782,"G",237811,486
"23506","NORFOLK, VA","B","D",0,"D",0,"D",0,4
"23507","NORFOLK, VA",,"G",7601,"G",89191,"G",376378,169
"23508","NORFOLK, VA",,"G",2650,"G",20891,"G",92561,238
"23509","NORFOLK, VA",,"G",2211,"G",17437,"G",70522,174
"23510","NORFOLK, VA",,"G",26822,"G",295895,"G",1157632,1087
"23511","NORFOLK, VA",,"H",2056,"H",20547,"H",83944,122
"23512","NORFOLK, VA",,"G",50,"H",197,"H",820,4
"23513","NORFOLK, VA",,"G",12071,"G",123817,"G",567873,440
"23514","NORFOLK, VA",,"G",100,"G",471,"G",1981,9
"23515","NORFOLK, VA","B","D",0,"D",0,"D",0,3
"23517","NORFOLK, VA",,"G",5223,"G",32124,"G",137332,443
"23518","NORFOLK, VA",,"G",8129,"G",51704,"G",212244,543
"23520","NORFOLK, VA","A","D",0,"D",0,"D",0,1
"23521","NORFOLK, VA",,"H",619,"H",5286,"H",22671,36
"23523","NORFOLK, VA",,"G",3681,"G",46701,"G",175935,98
"23529","NORFOLK, VA",,"H",266,"G",1005,"H",3981,7
"23541","NORFOLK, VA","C","D",0,"D",0,"D",0,4
"23551","NORFOLK, VA",,"G",115,"G",1820,"G",7524,27
"23600","NEWPORT NEWS, VA","A","D",0,"D",0,"D",0,1
"23601","NEWPORT NEWS, VA",,"G",11975,"G",100049,"G",430235,638
"23602","NEWPORT NEWS, VA",,"G",18076,"G",116030,"G",521380,909
"23603","NEWPORT NEWS, VA",,"G",2056,"G",25402,"G",97439,70
"23604","FORT EUSTIS, VA",,"G",1745,"G",13143,"G",53582,49
"23605","NEWPORT NEWS, VA",,"G",5445,"G",40977,"G",159988,278
"23606","NEWPORT NEWS, VA",,"G",20491,"G",198025,"G",809538,1182
"23607","NEWPORT NEWS, VA","K","D",0,"D",0,"D",0,384
"23608","NEWPORT NEWS, VA",,"G",5464,"G",32587,"G",138877,514
"23609","NEWPORT NEWS, VA","B","D",0,"D",0,"D",0,8
"23612","NEWPORT NEWS, VA",,"G",138,"G",886,"G",3936,9
"23630","HAMPTON, VA","A","S",0,"S",0,"H",604,4
"23651","FORT MONROE, VA",,"G",134,"G",1772,"G",7332,19
"23661","HAMPTON, VA",,"G",7253,"G",66155,"G",258441,364
"23662","POQUOSON, VA",,"G",1518,"G",7813,"G",33858,226
"23663","HAMPTON, VA",,"G",1331,"G",7163,"G",29390,164
"23664","HAMPTON, VA",,"G",459,"G",2123,"G",9364,105
"23665","HAMPTON, VA",,"G",1186,"G",20031,"G",80869,52
"23666","HAMPTON, VA",,"G",22198,"G",169820,"G",698017,1162
"23667","HAMPTON, VA","G","D",0,"D",0,"D",0,4
"23668","HAMPTON, VA","G","D",0,"D",0,"D",0,7
"23669","HAMPTON, VA",,"G",8879,"G",42155,"G",174383,614
"23670","HAMPTON, VA",,"G",267,"G",2404,"G",10640,12
"23681","HAMPTON, VA",,"H",721,"H",11161,"H",44855,15
"23690","YORKTOWN, VA",,"G",859,"G",6519,"G",30236,54
"23691","YORKTOWN, VA","E","D",0,"D",0,"D",0,9
"23692","YORKTOWN, VA",,"G",4564,"G",34660,"G",146065,521
"23693","YORKTOWN, VA",,"G",4528,"G",27349,"G",115628,433
"23694","LACKEY, VA","A","D",0,"D",0,"D",0,2
"23696","SEAFORD, VA",,"G",512,"G",2880,"G",12250,71
"23701","PORTSMOUTH, VA",,"G",6985,"G",45684,"G",189442,486
"23702","PORTSMOUTH, VA",,"G",2095,"G",12341,"G",51179,182
"23703","PORTSMOUTH, VA",,"G",2983,"G",23168,"G",98978,328
"23704","PORTSMOUTH, VA",,"G",7762,"G",66195,"G",280901,481
"23705","PORTSMOUTH, VA","C","S",0,"G",1182,"G",4588,14
"23707","PORTSMOUTH, VA",,"G",7679,"G",62415,"G",271014,359
"23708","PORTSMOUTH, VA",,"G",1686,"G",20125,"G",79271,20
"23709","PORTSMOUTH, VA","B","D",0,"D",0,"D",0,5
"23801","FORT LEE, VA",,"G",722,"G",7348,"G",27831,45
"23803","PETERSBURG, VA",,"G",9575,"G",74305,"G",316963,731
"23804","PETERSBURG, VA",,"G",684,"G",6851,"G",27312,32
"23805","PETERSBURG, VA",,"G",5746,"G",50550,"G",195559,357
"23806","PETERSBURG, VA",,"G",257,"G",1017,"G",3714,5
"23821","ALBERTA, VA",,"G",200,"G",1072,"G",4409,26
"23824","BLACKSTONE, VA",,"G",2174,"G",11120,"G",47732,216
"23825","BLACKSTONE, VA","A","D",0,"D",0,"D",0,1
"23827","BOYKINS, VA",,"H",607,"H",3334,"H",15046,24
"23828","BRANCHVILLE, VA",,"G",17,"G",53,"G",327,5
"23829","CAPRON, VA",,"G",60,"G",195,"G",831,18
"23830","CARSON, VA",,"G",200,"G",1489,"G",6727,28
"23831","CHESTER, VA",,"H",10028,"H",71877,"H",298999,637
"23832","CHESTERFIELD, VA",,"H",3671,"G",30938,"G",127574,485
"23833","CHURCH ROAD, VA",,"G",90,"G",518,"G",2440,26
"23834","COLONIAL HEIGHTS, VA",,"G",14346,"G",99111,"G",403602,845
"23836","CHESTER, VA",,"G",6899,"G",81364,"G",287336,267
"23837","COURTLAND, VA",,"G",989,"G",6342,"G",26133,95
"23838","CHESTERFIELD, VA",,"G",807,"G",5163,"G",23897,210
"23839","DENDRON, VA","C","D",0,"D",0,"D",0,6
"23840","DEWITT, VA",,"G",37,"G",186,"G",885,20
"23841","DINWIDDIE, VA",,"H",397,"H",2052,"H",8906,64
