"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"29745","YORK, SC",,"G",7193,"G",72510,"G",262040,452
"29801","AIKEN, SC",,"G",20082,"G",246021,"G",809775,776
"29802","AIKEN, SC",,"G",2033,"G",22123,"G",89724,57
"29803","AIKEN, SC",,"G",9573,"G",59050,"G",239177,720
"29804","AIKEN, SC",,"H",261,"H",2183,"H",8363,11
"29805","AIKEN, SC",,"H",2381,"H",22131,"H",86936,92
"29808","AIKEN, SC","B","D",0,"D",0,"D",0,9
"29809","NEW ELLENTON, SC",,"G",674,"G",6360,"G",28996,39
"29810","ALLENDALE, SC",,"H",642,"H",5913,"H",19739,74
"29812","BARNWELL, SC",,"H",2897,"H",19683,"H",73732,252
"29813","HILDA, SC","A","D",0,"D",0,"D",0,4
"29816","BATH, SC",,"H",56,"H",349,"H",1443,9
"29817","BLACKVILLE, SC",,"G",1085,"G",7256,"G",32737,37
"29819","BRADLEY, SC",,"G",32,"G",255,"G",1010,11
"29821","CLARKS HILL, SC",,"G",79,"G",552,"G",1590,17
"29822","CLEARWATER, SC",,"G",222,"G",1374,"G",5472,23
"29824","EDGEFIELD, SC",,"G",2001,"G",14920,"G",63806,156
"29826","ELKO, SC",,"G",22,"G",74,"G",376,4
"29827","FAIRFAX, SC",,"G",652,"G",4594,"G",20091,48
"29828","GLOVERVILLE, SC",,"G",64,"G",267,"G",1065,14
"29829","GRANITEVILLE, SC",,"G",3456,"G",23591,"G",90177,97
"29831","JACKSON, SC",,"G",475,"G",4058,"G",16426,38
"29832","JOHNSTON, SC",,"H",827,"H",4954,"H",19773,82
"29834","LANGLEY, SC",,"G",188,"G",1878,"G",8244,22
"29835","MC CORMICK, SC",,"G",1094,"G",6121,"G",24089,98
"29836","MARTIN, SC","C","D",0,"D",0,"D",0,3
"29838","MODOC, SC",,"G",65,"G",405,"G",1826,6
"29839","MONTMORENCI, SC",,"G",6,"G",15,"G",66,5
"29840","MOUNT CARMEL, SC","A","D",0,"D",0,"D",0,2
"29841","NORTH AUGUSTA, SC",,"G",10158,"G",98402,"G",343045,629
"29842","BEECH ISLAND, SC",,"G",1195,"G",10268,"G",43254,78
"29843","OLAR, SC","B","S",0,"H",466,"H",1873,17
"29844","PARKSVILLE, SC","A","D",0,"D",0,"D",0,1
"29845","PLUM BRANCH, SC",,"G",11,"S",0,"H",288,4
"29846","SYCAMORE, SC","A","D",0,"D",0,"D",0,1
"29847","TRENTON, SC",,"H",1264,"G",5861,"G",24975,39
"29848","TROY, SC","A","D",0,"D",0,"D",0,2
"29849","ULMER, SC",,"G",22,"G",88,"G",299,8
"29850","VAUCLUSE, SC","A","D",0,"D",0,"D",0,1
"29851","WARRENVILLE, SC",,"G",1114,"G",4553,"G",19705,96
"29853","WILLISTON, SC",,"G",1359,"G",9385,"G",37741,85
"29856","WINDSOR, SC",,"G",86,"G",529,"G",2270,18
"29860","NORTH AUGUSTA, SC",,"G",1142,"G",7416,"H",37873,108
"29861","NORTH AUGUSTA, SC",,"G",173,"G",797,"G",2732,16
"29901","BEAUFORT, SC",,"G",426,"G",3265,"G",13584,45
"29902","BEAUFORT, SC",,"G",8722,"G",53084,"G",219314,597
"29903","BEAUFORT, SC",,"H",182,"G",1385,"H",5396,19
"29904","BEAUFORT, SC",,"G",197,"G",1402,"G",5038,20
"29905","BEAUFORT, SC","E","D",0,"D",0,"D",0,18
"29906","BEAUFORT, SC",,"G",3401,"G",21602,"G",84014,318
"29907","LADYS ISLAND, SC",,"G",1791,"G",11161,"G",47650,234
"29909","OKATIE, SC",,"G",2083,"G",37340,"G",129492,128
"29910","BLUFFTON, SC",,"G",12330,"G",87924,"G",338764,1107
"29911","BRUNSON, SC",,"G",100,"H",305,"G",1430,13
"29912","COOSAWHATCHIE, SC","A","D",0,"D",0,"D",0,2
"29914","DALE, SC","A","D",0,"D",0,"D",0,1
"29915","DAUFUSKIE ISLAND, SC",,"G",38,"G",301,"G",1132,15
"29916","EARLY BRANCH, SC","C","D",0,"D",0,"D",0,18
"29918","ESTILL, SC",,"H",1120,"H",7942,"H",31552,84
"29920","SAINT HELENA ISLAND, SC",,"G",795,"G",4675,"G",19264,126
"29921","FURMAN, SC","A","S",0,"G",88,"G",373,4
"29922","GARNETT, SC",,"G",13,"H",86,"H",339,5
"29923","GIFFORD, SC","A","D",0,"D",0,"D",0,2
"29924","HAMPTON, SC",,"G",1717,"G",11575,"G",57626,171
"29925","HILTON HEAD ISLAND, SC",,"G",397,"G",2476,"G",10286,58
"29926","HILTON HEAD ISLAND, SC",,"G",9895,"G",76815,"G",318955,951
"29927","HARDEEVILLE, SC",,"G",3221,"G",22026,"G",87744,197
"29928","HILTON HEAD ISLAND, SC",,"G",12014,"G",88327,"G",387341,1105
"29929","ISLANDTON, SC",,"G",33,"G",209,"G",872,10
"29931","LOBECO, SC","B","S",0,"S",0,"H",1834,6
"29932","LURAY, SC",,"H",94,"H",856,"H",3689,7
"29934","PINELAND, SC",,"G",15,"G",60,"G",225,4
"29935","PORT ROYAL, SC",,"G",1199,"G",6303,"G",24622,120
"29936","RIDGELAND, SC",,"G",3907,"G",30147,"G",117722,362
"29938","HILTON HEAD ISLAND, SC",,"G",1040,"G",10478,"G",40746,78
"29939","SCOTIA, SC","A","D",0,"D",0,"D",0,1
"29940","SEABROOK, SC","C","S",0,"H",1088,"H",3991,31
"29941","SHELDON, SC",,"G",228,"G",1987,"G",7610,18
"29943","TILLMAN, SC",,"G",40,"G",322,"G",1325,6
"29944","VARNVILLE, SC",,"G",561,"G",3944,"G",15672,64
"29945","YEMASSEE, SC",,"G",776,"G",3698,"G",15010,75
"30002","AVONDALE ESTATES, GA",,"H",902,"H",7561,"H",30140,127
"30003","NORCROSS, GA",,"H",35,"G",195,"G",881,7
"30004","ALPHARETTA, GA",,"G",48047,"G",662974,"G",2612117,2813
"30005","ALPHARETTA, GA",,"G",41555,"G",840162,"G",3053610,1584
"30006","MARIETTA, GA","B","D",0,"D",0,"D",0,6
"30007","MARIETTA, GA",,"G",92,"G",444,"G",2821,17
"30008","MARIETTA, GA",,"G",2019,"G",12862,"G",52927,243
"30009","ALPHARETTA, GA",,"G",5751,"G",131609,"G",543640,239
"30010","NORCROSS, GA",,"G",76,"G",428,"G",1658,15
"30011","AUBURN, GA",,"H",1950,"G",17201,"G",72736,181
"30012","CONYERS, GA",,"G",11208,"G",125346,"G",550085,747
"30013","CONYERS, GA",,"G",14219,"G",125995,"G",481058,859
"30014","COVINGTON, GA",,"G",13530,"G",121460,"G",467679,909
"30015","COVINGTON, GA",,"H",706,"H",4476,"H",18394,39
"30016","COVINGTON, GA",,"G",3185,"G",20902,"G",89100,365
"30017","GRAYSON, GA",,"G",2014,"G",20154,"G",65292,335
"30018","JERSEY, GA",,"G",49,"G",319,"G",1427,10
"30019","DACULA, GA",,"G",6752,"G",43388,"G",173932,668
"30021","CLARKSTON, GA",,"G",1494,"G",12603,"G",48248,186
"30022","ALPHARETTA, GA",,"G",33395,"G",470908,"G",1785303,2168
"30023","ALPHARETTA, GA","E","D",0,"D",0,"D",0,26
"30024","SUWANEE, GA",,"G",31449,"G",313288,"G",1224896,2478
"30025","SOCIAL CIRCLE, GA",,"G",1415,"G",12785,"G",51580,164
"30026","NORTH METRO, GA",,"G",181,"S",0,"H",27956,4
"30028","CUMMING, GA",,"H",1635,"H",12452,"H",55854,196
"30029","NORTH METRO, GA","E","D",0,"D",0,"D",0,3
"30030","DECATUR, GA",,"G",11513,"G",92109,"G",382249,1067
"30031","DECATUR, GA",,"G",159,"G",676,"G",2802,22
"30032","DECATUR, GA",,"G",6136,"G",27783,"G",115020,574
"30033","DECATUR, GA",,"G",12830,"G",143310,"G",589949,911
"30034","DECATUR, GA",,"G",6037,"G",32589,"G",135972,453
"30035","DECATUR, GA",,"G",9373,"G",87176,"G",353909,411
"30036","DECATUR, GA",,"G",358,"G",3087,"G",12458,12
"30037","DECATUR, GA",,"G",614,"H",12898,"G",32883,10
"30038","LITHONIA, GA",,"G",6093,"G",33814,"G",133171,453
"30039","SNELLVILLE, GA",,"G",4276,"G",30321,"G",126908,499
"30040","CUMMING, GA",,"G",17247,"G",137085,"G",546270,1732
"30041","CUMMING, GA",,"G",11431,"G",86485,"G",361396,1406
"30042","LAWRENCEVILLE, GA","G","D",0,"D",0,"D",0,19
"30043","LAWRENCEVILLE, GA",,"G",25437,"G",237752,"G",925252,1722
"30044","LAWRENCEVILLE, GA",,"G",7410,"G",43514,"G",178048,993
"30045","LAWRENCEVILLE, GA",,"G",21754,"G",199115,"G",824863,1567
"30046","LAWRENCEVILLE, GA",,"G",902,"H",6735,"H",27831,118
"30047","LILBURN, GA",,"G",10836,"G",72383,"G",301494,1459
"30048","LILBURN, GA",,"G",233,"G",1172,"G",5032,28
"30049","LAWRENCEVILLE, GA",,"G",622,"H",5434,"H",21752,25
"30052","LOGANVILLE, GA",,"G",9394,"G",65518,"G",257092,1049
"30054","OXFORD, GA",,"G",765,"G",5027,"G",20603,134
"30055","MANSFIELD, GA",,"G",575,"G",5936,"G",22625,42
"30056","NEWBORN, GA",,"G",122,"G",672,"G",2721,34
"30058","LITHONIA, GA",,"G",9489,"G",80415,"G",323801,571
"30060","MARIETTA, GA",,"G",25123,"G",271533,"G",1113980,1483
"30061","MARIETTA, GA",,"H",166,"H",1295,"H",5239,20
"30062","MARIETTA, GA",,"G",21332,"G",207518,"G",830149,2189
"30063","MARIETTA, GA","I","D",0,"D",0,"D",0,11
"30064","MARIETTA, GA",,"G",8591,"G",51792,"G",212873,1025
"30065","MARIETTA, GA",,"H",254,"G",1916,"G",8265,10
"30066","MARIETTA, GA",,"G",19698,"G",177896,"G",730983,1742
"30067","MARIETTA, GA",,"G",26309,"G",307760,"G",1199955,1624
"30068","MARIETTA, GA",,"G",7372,"G",57653,"G",244220,973
"30069","MARIETTA, GA","C","D",0,"D",0,"D",0,13
"30070","PORTERDALE, GA",,"G",233,"G",1482,"G",5838,14
"30071","NORCROSS, GA",,"G",40351,"G",493445,"G",1919232,1776
"30072","PINE LAKE, GA","A","S",0,"G",86,"H",598,8
"30074","REDAN, GA","B","D",0,"D",0,"D",0,6
"30075","ROSWELL, GA",,"G",19080,"G",120681,"G",508943,1859
"30076","ROSWELL, GA",,"G",31129,"G",395277,"G",1520580,1973
"30077","ROSWELL, GA",,"G",107,"G",1248,"G",4710,22
"30078","SNELLVILLE, GA",,"G",13111,"G",88143,"G",373262,1106
"30079","SCOTTDALE, GA",,"G",1817,"G",19232,"G",86791,82
"30080","SMYRNA, GA",,"G",21051,"H",225408,"H",878739,1455
"30081","SMYRNA, GA",,"G",116,"G",1189,"G",5380,8
"30082","SMYRNA, GA",,"G",9043,"H",106978,"G",412033,482
"30083","STONE MOUNTAIN, GA",,"G",10804,"G",86296,"G",329196,651
"30084","TUCKER, GA",,"G",33752,"G",344866,"G",1334680,1790
"30085","TUCKER, GA",,"G",485,"G",5070,"G",22022,21
"30086","STONE MOUNTAIN, GA",,"H",61,"G",388,"G",1374,6
"30087","STONE MOUNTAIN, GA",,"G",7887,"G",57962,"G",237722,715
"30088","STONE MOUNTAIN, GA",,"G",1147,"G",5435,"G",22255,140
"30090","MARIETTA, GA","E","D",0,"D",0,"D",0,7
"30091","NORCROSS, GA",,"G",1312,"G",14922,"G",52292,28
"30092","NORCROSS, GA",,"G",36900,"G",544558,"G",2126346,1699
"30093","NORCROSS, GA",,"G",17206,"G",185690,"G",747819,1360
"30094","CONYERS, GA",,"G",4553,"G",36888,"G",148227,497
"30095","DULUTH, GA",,"G",57,"G",234,"G",943,8
"30096","DULUTH, GA",,"G",48016,"G",566474,"G",2127675,2656
"30097","DULUTH, GA",,"G",28575,"G",410166,"G",1526558,1714
"30098","DULUTH, GA",,"G",25,"G",197,"G",1970,5
"30099","DULUTH, GA","G","D",0,"D",0,"D",0,12
"30101","ACWORTH, GA",,"G",10406,"G",75447,"G",307038,1025
"30102","ACWORTH, GA",,"G",3340,"G",24734,"G",98843,520
"30103","ADAIRSVILLE, GA",,"G",2672,"G",18623,"G",72612,200
"30104","ARAGON, GA",,"H",83,"G",350,"G",1464,26
"30105","ARMUCHEE, GA",,"G",452,"G",2681,"G",10375,40
"30106","AUSTELL, GA",,"G",9661,"G",84470,"G",342479,435
"30107","BALL GROUND, GA",,"H",2722,"H",28064,"H",107107,259
"30108","BOWDON, GA",,"G",1386,"G",8054,"G",34233,130
"30109","BOWDON JUNCTION, GA","A","D",0,"D",0,"D",0,2
"30110","BREMEN, GA",,"G",3607,"G",24906,"G",107531,286
"30111","CLARKDALE, GA",,"G",16,"G",114,"G",476,4
"30112","CARROLLTON, GA","C","S",0,"H",885,"H",3053,24
"30113","BUCHANAN, GA",,"G",589,"G",4613,"G",15823,66
"30114","CANTON, GA",,"G",11819,"G",81977,"G",330283,1102
"30115","CANTON, GA",,"G",5201,"G",36846,"G",147097,667
"30116","CARROLLTON, GA",,"G",2145,"G",14884,"G",60542,254
"30117","CARROLLTON, GA",,"G",16490,"G",131190,"G",547418,1041
"30118","CARROLLTON, GA","A","D",0,"D",0,"D",0,1
"30119","CARROLLTON, GA","G","D",0,"D",0,"D",0,8
"30120","CARTERSVILLE, GA",,"G",20689,"G",167358,"G",673476,1227
"30121","CARTERSVILLE, GA",,"G",5757,"G",49193,"G",202887,362
"30122","LITHIA SPRINGS, GA",,"G",12105,"G",97977,"G",379831,508
"30123","CASSVILLE, GA","B","D",0,"D",0,"D",0,6
"30124","CAVE SPRING, GA",,"G",299,"G",1562,"G",6620,35
"30125","CEDARTOWN, GA",,"G",5710,"G",38456,"G",159603,374
"30126","MABLETON, GA",,"G",8486,"G",77005,"G",290103,679
"30127","POWDER SPRINGS, GA",,"G",5611,"G",36366,"G",150952,734
"30129","COOSA, GA","B","S",0,"H",207,"H",783,7
"30132","DALLAS, GA",,"G",4288,"G",29672,"G",120521,546
"30133","DOUGLASVILLE, GA",,"G",725,"G",6450,"G",28904,33
"30134","DOUGLASVILLE, GA",,"G",8974,"G",65173,"G",264360,842
"30135","DOUGLASVILLE, GA",,"G",13169,"G",74613,"G",304419,1045
"30137","EMERSON, GA","E","D",0,"D",0,"D",0,16
"30139","FAIRMOUNT, GA",,"G",363,"G",2941,"G",12167,44
"30140","FELTON, GA","B","D",0,"D",0,"D",0,3
"30141","HIRAM, GA",,"G",6605,"G",42895,"G",161574,514
"30142","HOLLY SPRINGS, GA",,"G",235,"G",1591,"G",8291,29
"30143","JASPER, GA",,"G",5870,"G",39221,"G",155577,605
"30144","KENNESAW, GA",,"G",45739,"G",469534,"G",1806899,2132
"30145","KINGSTON, GA",,"H",145,"G",1004,"G",4115,45
"30146","LEBANON, GA",,"G",31,"G",122,"G",464,5
"30147","LINDALE, GA",,"G",167,"G",740,"G",3102,37
"30148","MARBLE HILL, GA",,"G",406,"G",3577,"G",14666,36
"30149","MOUNT BERRY, GA","G","D",0,"D",0,"D",0,5
"30150","MOUNT ZION, GA","B","D",0,"D",0,"D",0,2
"30151","NELSON, GA","B","S",0,"H",306,"H",1317,5
"30152","KENNESAW, GA",,"G",6821,"G",49539,"G",208036,686
"30153","ROCKMART, GA",,"G",4756,"G",31644,"G",131488,265
"30154","DOUGLASVILLE, GA",,"H",28,"G",154,"G",574,11
"30156","KENNESAW, GA",,"G",240,"G",1602,"G",6331,18
"30157","DALLAS, GA",,"G",2923,"G",21404,"G",88007,397
"30160","KENNESAW, GA","B","D",0,"D",0,"D",0,2
"30161","ROME, GA",,"G",16709,"G",134470,"G",525169,944
"30162","ROME, GA",,"H",2910,"H",24182,"H",112701,49
"30163","ROME, GA",,"G",223,"G",2732,"G",10154,7
"30164","ROME, GA",,"H",138,"G",610,"G",2653,14
"30165","ROME, GA",,"G",14162,"G",116243,"G",449394,873
"30168","AUSTELL, GA",,"G",9908,"G",104181,"G",412202,395
"30169","CANTON, GA",,"G",57,"G",311,"G",1215,7
"30170","ROOPVILLE, GA","E","D",0,"D",0,"D",0,44
"30171","RYDAL, GA",,"G",505,"G",4589,"G",19720,29
"30172","SHANNON, GA",,"G",53,"G",202,"G",947,8
"30173","SILVER CREEK, GA",,"H",309,"H",2820,"H",10810,35
"30175","TALKING ROCK, GA",,"G",407,"G",2280,"G",9968,65
"30176","TALLAPOOSA, GA",,"G",2356,"G",19613,"G",82314,133
"30177","TATE, GA",,"G",54,"G",736,"G",3921,11
"30178","TAYLORSVILLE, GA",,"G",182,"G",1155,"G",4860,49
"30179","TEMPLE, GA",,"H",1251,"G",7504,"H",33371,146
"30180","VILLA RICA, GA",,"G",7965,"G",66705,"G",268471,570
"30182","WACO, GA",,"H",126,"G",738,"G",3053,24
"30183","WALESKA, GA","F","D",0,"D",0,"D",0,58
"30184","WHITE, GA",,"G",835,"G",7701,"G",33278,78
"30185","WHITESBURG, GA",,"G",212,"G",1166,"G",5570,44
"30187","WINSTON, GA",,"G",916,"G",7604,"G",29638,118
"30188","WOODSTOCK, GA",,"G",12661,"G",90238,"G",372528,1473
"30189","WOODSTOCK, GA",,"G",8274,"G",53825,"G",215319,889
"30204","BARNESVILLE, GA",,"G",2127,"G",13671,"G",54617,195
"30205","BROOKS, GA",,"G",257,"G",1546,"G",5633,69
"30206","CONCORD, GA",,"G",111,"G",552,"G",2458,23
"30212","EXPERIMENT, GA","B","D",0,"D",0,"D",0,2
"30213","FAIRBURN, GA",,"G",7451,"G",76807,"G",303304,359
"30214","FAYETTEVILLE, GA",,"G",14300,"G",101186,"G",418240,1239
"30215","FAYETTEVILLE, GA",,"G",2106,"G",14971,"G",62184,439
"30216","FLOVILLA, GA",,"G",99,"G",814,"G",3808,15
"30217","FRANKLIN, GA",,"H",1075,"H",8044,"H",34330,125
"30218","GAY, GA",,"G",166,"G",1038,"G",4104,26
"30220","GRANTVILLE, GA",,"G",373,"G",6485,"G",21353,42
"30222","GREENVILLE, GA",,"G",375,"G",2458,"G",10256,49
"30223","GRIFFIN, GA",,"G",10532,"G",65277,"G",262237,695
"30224","GRIFFIN, GA",,"G",8807,"G",74994,"G",303179,492
"30228","HAMPTON, GA",,"G",2756,"G",20681,"G",77600,306
"30229","HARALSON, GA",,"G",57,"G",349,"G",1363,9
"30230","HOGANSVILLE, GA",,"G",1024,"G",6936,"G",29917,90
"30233","JACKSON, GA",,"G",4631,"G",29426,"G",122562,375
"30234","JENKINSBURG, GA",,"H",161,"H",1448,"H",6053,27
"30236","JONESBORO, GA",,"G",9201,"G",67043,"G",265104,901
"30237","JONESBORO, GA",,"H",55,"S",0,"H",1968,14
"30238","JONESBORO, GA",,"G",624,"G",4158,"G",16544,130
"30240","LAGRANGE, GA",,"G",17282,"G",147988,"G",593442,867
"30241","LAGRANGE, GA",,"G",5917,"G",40490,"G",158155,390
"30248","LOCUST GROVE, GA",,"G",2857,"G",15392,"G",64764,349
"30250","LOVEJOY, GA","F","S",0,"H",3266,"H",13955,31
"30251","LUTHERSVILLE, GA",,"G",203,"H",1754,"H",7001,22
"30252","MCDONOUGH, GA",,"G",2443,"G",14071,"G",60002,394
"30253","MCDONOUGH, GA",,"G",20131,"G",151518,"G",575169,1176
"30256","MEANSVILLE, GA",,"G",162,"G",865,"G",3572,22
"30257","MILNER, GA",,"G",346,"G",2101,"G",8992,49
"30258","MOLENA, GA",,"G",305,"G",1905,"G",7664,31
"30259","MORELAND, GA",,"G",398,"G",3624,"G",14350,45
"30260","MORROW, GA",,"G",17294,"G",115620,"G",471903,769
"30261","LAGRANGE, GA","A","D",0,"D",0,"D",0,3
"30263","NEWNAN, GA",,"G",11896,"G",88603,"G",351833,1018
"30264","NEWNAN, GA","F","S",0,"H",5223,"H",21009,28
"30265","NEWNAN, GA",,"G",13044,"G",95291,"G",385616,625
"30266","ORCHARD HILL, GA",,"G",14,"G",49,"G",192,5
"30268","PALMETTO, GA",,"G",2117,"G",15974,"G",63592,160
"30269","PEACHTREE CITY, GA",,"G",19648,"G",191823,"G",754877,1203
"30271","NEWNAN, GA",,"H",146,"G",1183,"G",5468,14
"30272","RED OAK, GA","F","D",0,"D",0,"D",0,11
"30273","REX, GA",,"G",584,"G",2505,"G",9216,71
"30274","RIVERDALE, GA",,"G",7178,"G",60472,"G",247526,518
"30275","SARGENT, GA","A","D",0,"D",0,"D",0,2
"30276","SENOIA, GA",,"G",1068,"G",7342,"G",30216,144
"30277","SHARPSBURG, GA",,"G",1164,"G",7266,"G",31276,222
"30281","STOCKBRIDGE, GA",,"G",15477,"G",122075,"G",489227,1367
"30284","SUNNY SIDE, GA",,"G",182,"G",804,"G",2809,16
"30285","THE ROCK, GA","F","D",0,"D",0,"D",0,9
"30286","THOMASTON, GA",,"G",5497,"G",35447,"G",145352,456
"30287","MORROW, GA",,"G",32,"G",214,"G",800,4
"30288","CONLEY, GA",,"G",5985,"G",63720,"G",249360,146
"30289","TURIN, GA","B","D",0,"D",0,"D",0,6
"30290","TYRONE, GA",,"G",3165,"G",27620,"G",107039,331
"30291","UNION CITY, GA",,"G",5936,"G",42667,"G",162414,328
"30292","WILLIAMSON, GA",,"G",554,"H",2721,"G",10320,56
"30293","WOODBURY, GA",,"H",424,"G",2745,"G",10896,34
"30294","ELLENWOOD, GA",,"G",5249,"G",52266,"G",209613,291
"30295","ZEBULON, GA",,"G",908,"G",6263,"G",25185,123
"30296","RIVERDALE, GA",,"G",1019,"G",6798,"G",27254,140
"30297","FOREST PARK, GA",,"G",16015,"H",160591,"H",605517,738
"30298","FOREST PARK, GA",,"G",197,"G",1619,"G",6732,17
"30301","ATLANTA, GA",,"G",405,"G",5986,"G",18926,41
"30302","ATLANTA, GA",,"G",218,"G",1818,"G",7674,8
"30303","ATLANTA, GA",,"H",58238,"H",958174,"H",3579512,1669
"30304","ATLANTA, GA","E","D",0,"D",0,"D",0,7
"30305","ATLANTA, GA",,"G",32453,"G",490778,"G",1881938,1954
"30306","ATLANTA, GA",,"G",6702,"G",59291,"G",237205,670
"30307","ATLANTA, GA",,"G",6051,"G",41043,"G",176379,579
"30308","ATLANTA, GA",,"G",29367,"G",625813,"G",2037188,949
"30309","ATLANTA, GA",,"G",45250,"G",851285,"G",3059639,1696
"30310","ATLANTA, GA",,"G",5912,"G",58015,"G",234697,342
"30311","ATLANTA, GA",,"G",3208,"G",16761,"G",66453,308
"30312","ATLANTA, GA",,"G",7976,"G",64974,"G",258376,505
"30313","ATLANTA, GA",,"G",8739,"G",363877,"G",887840,188
"30314","ATLANTA, GA",,"G",5320,"G",35815,"G",146197,147
"30315","ATLANTA, GA",,"G",8840,"G",72573,"G",369324,428
"30316","ATLANTA, GA",,"G",8542,"G",75346,"G",285607,523
"30317","ATLANTA, GA",,"G",1347,"H",6568,"H",26993,165
"30318","ATLANTA, GA",,"G",33587,"H",385432,"G",1450952,1622
"30319","ATLANTA, GA",,"G",15905,"G",264355,"G",939127,883
"30320","ATLANTA, GA",,"H",13750,"H",120803,"H",496027,139
"30321","ATLANTA, GA",,"G",23,"G",279,"G",917,13
"30322","ATLANTA, GA","K","D",0,"D",0,"D",0,54
"30324","ATLANTA, GA",,"G",13705,"G",149997,"G",589883,1033
"30325","ATLANTA, GA",,"G",163,"G",1489,"G",6191,13
"30326","ATLANTA, GA",,"G",32101,"G",671051,"G",2259496,1291
"30327","ATLANTA, GA",,"G",15047,"G",368510,"G",1200301,802
"30328","ATLANTA, GA",,"G",55136,"G",1032346,"G",3933460,2486
"30329","ATLANTA, GA",,"G",25484,"G",238120,"G",922188,976
"30330","ATLANTA, GA",,"G",301,"G",5567,"G",15932,37
"30331","ATLANTA, GA",,"G",9701,"G",70947,"G",272365,629
"30332","ATLANTA, GA",,"H",402,"H",2457,"H",10635,38
"30333","ATLANTA, GA",,"G",325,"G",4832,"G",19020,14
"30334","ATLANTA, GA",,"G",191,"G",1435,"G",6141,19
"30336","ATLANTA, GA",,"G",22869,"G",242742,"G",964994,630
"30337","ATLANTA, GA",,"G",10780,"H",90416,"H",371138,311
"30338","ATLANTA, GA",,"G",18861,"G",263786,"G",1011134,1470
"30339","ATLANTA, GA",,"G",71314,"G",1240647,"G",4487515,2347
"30340","ATLANTA, GA",,"H",19611,"G",195459,"G",769087,1351
"30341","ATLANTA, GA",,"G",20936,"G",188837,"G",762188,1555
"30342","ATLANTA, GA",,"G",29374,"G",490080,"G",1796219,1544
"30343","ATLANTA, GA",,"H",25,"G",261,"G",821,4
"30344","ATLANTA, GA",,"G",39441,"G",544750,"G",2129499,663
"30345","ATLANTA, GA",,"G",9175,"G",112649,"G",440396,724
"30346","ATLANTA, GA",,"G",23092,"G",414718,"G",1399509,666
"30347","ATLANTA, GA","C","D",0,"D",0,"D",0,3
"30348","ATLANTA, GA","G","D",0,"D",0,"D",0,21
"30349","ATLANTA, GA",,"G",22821,"G",197143,"G",806555,1021
"30350","ATLANTA, GA",,"G",23267,"G",294077,"G",1181099,905
"30353","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30354","ATLANTA, GA",,"G",23548,"G",195985,"G",746098,455
"30355","ATLANTA, GA",,"G",42,"G",487,"G",1687,11
"30356","ATLANTA, GA",,"G",108,"G",1147,"G",6090,39
"30357","ATLANTA, GA","A","S",0,"S",0,"H",420,9
"30358","ATLANTA, GA",,"G",103,"G",876,"H",2887,11
"30359","ATLANTA, GA",,"G",75,"G",594,"G",1557,8
"30360","ATLANTA, GA",,"G",6314,"G",74796,"G",278681,447
"30361","ATLANTA, GA",,"G",3013,"G",52912,"G",184026,166
"30362","ATLANTA, GA","C","D",0,"D",0,"D",0,18
"30363","ATLANTA, GA",,"G",4045,"G",62762,"G",218394,99
"30364","ATLANTA, GA","B","D",0,"D",0,"D",0,9
"30366","ATLANTA, GA","C","D",0,"D",0,"D",0,10
"30368","ATLANTA, GA","A","D",0,"D",0,"D",0,3
"30371","ATLANTA, GA","C","D",0,"D",0,"D",0,6
"30374","ATLANTA, GA","B","D",0,"D",0,"D",0,1
"30375","ATLANTA, GA","G","D",0,"D",0,"D",0,18
"30376","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30377","ATLANTA, GA","B","D",0,"D",0,"D",0,5
"30378","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30379","ATLANTA, GA",,"G",218,"G",1061,"G",4009,4
"30380","ATLANTA, GA","B","D",0,"D",0,"D",0,1
"30384","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30388","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30390","ATLANTA, GA","A","D",0,"D",0,"D",0,3
"30392","ATLANTA, GA","A","D",0,"D",0,"D",0,1
"30396","ATLANTA, GA","B","D",0,"D",0,"D",0,1
"30401","SWAINSBORO, GA",,"G",4203,"G",26007,"G",101946,347
"30410","AILEY, GA",,"G",234,"G",1840,"G",7475,19
"30411","ALAMO, GA",,"H",558,"H",3833,"H",16749,29
"30412","ALSTON, GA","A","D",0,"D",0,"D",0,2
"30413","BARTOW, GA","B","S",0,"H",425,"G",1727,17
"30414","BELLVILLE, GA","C","D",0,"D",0,"D",0,10
"30415","BROOKLET, GA",,"G",624,"G",3719,"G",15734,102
"30417","CLAXTON, GA",,"H",3704,"H",22892,"H",92784,218
"30420","COBBTOWN, GA",,"H",62,"G",368,"G",1983,16
"30421","COLLINS, GA",,"H",57,"G",361,"G",1555,21
"30423","DAISY, GA","A","S",0,"H",23,"G",227,4
"30424","DOVER, GA","E","D",0,"D",0,"D",0,2
"30425","GARFIELD, GA",,"H",37,"G",151,"G",578,11
"30426","GIRARD, GA",,"H",38,"G",193,"G",783,8
"30427","GLENNVILLE, GA",,"G",1811,"G",10363,"G",45340,184
"30428","GLENWOOD, GA",,"G",424,"G",2719,"G",11829,54
"30429","HAGAN, GA","B","S",0,"G",405,"G",1754,9
